LineID,FromSequence,ToSequence,FromStationID,FromStationName_rainMap,ToStationID,ToStationName_rainMap,SegmentLengthKM_rainMap,MidLat_rainMap,MidLon_rainMap,Nearest_RAIN_StationId,Nearest_RAIN_StationName,DistTo_RAIN_KM,RAIN_ObsTime,RainStationName,RainObsTime,RainNow,RainPast10Min,RainPast1Hr,RainPast3Hr,RainPast6Hr,RainPast24Hr,FromStationName_wxMap,ToStationName_wxMap,SegmentLengthKM_wxMap,MidLat_wxMap,MidLon_wxMap,Nearest_WEATHER_StationId,Nearest_WEATHER_StationName,DistTo_WEATHER_KM,WEATHER_ObsTime,WxStationName,WxObsTime,WindSpeed,WindDirection,PeakGustSpeed,AirTemperature,RelativeHumidity,VisibilityDescription
EL,10,11,7280,石城,7270,大里,2.700000000000003,24.972545,121.9338,81U890,大里國小,0.815,2026-02-23T20:30:00+08:00,大里國小,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,石城,大里,2.700000000000003,24.972545,121.9338,C2A880,福隆,5.106,2026-02-23T20:30:00+08:00,福隆,2026-02-24T15:50:00+08:00,0.6,150.0,2.2,22.0,83.0,-99
EL,11,12,7270,大里,7260,大溪,4.699999999999996,24.952565,121.90618,C0UA80,大溪漁港,1.24,2026-02-23T20:30:00+08:00,大溪漁港,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,大里,大溪,4.699999999999996,24.952565,121.90618,C2A880,福隆,8.11,2026-02-23T20:30:00+08:00,福隆,2026-02-24T15:50:00+08:00,0.6,150.0,2.2,22.0,83.0,-99
EL,12,13,7260,大溪,7250,龜山,4.600000000000001,24.9216,121.879365,C0U880,北關,1.707,2026-02-23T20:30:00+08:00,北關,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,大溪,龜山,4.600000000000001,24.9216,121.879365,C2A880,福隆,12.43,2026-02-23T20:30:00+08:00,福隆,2026-02-24T15:50:00+08:00,0.6,150.0,2.2,22.0,83.0,-99
EL,13,14,7250,龜山,7240,外澳,3.5,24.894295,121.85731,C0U880,北關,2.17,2026-02-23T20:30:00+08:00,北關,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,龜山,外澳,3.5,24.894295,121.85731,C2A540,四堵,11.255,2026-02-23T20:30:00+08:00,四堵,2026-02-24T15:50:00+08:00,0.3,320.0,1.7,21.2,78.0,-99
EL,14,15,7240,外澳,7230,頭城,3.700000000000003,24.871365,121.83415,C0U860,頭城,2.044,2026-02-23T20:30:00+08:00,頭城,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,外澳,頭城,3.700000000000003,24.871365,121.83415,CAUB30,國五S031K,7.811,2026-02-23T20:30:00+08:00,國五S031K,2026-02-24T15:50:00+08:00,4.5,50.0,6.7,24.0,82.0,>30
EL,15,16,7230,頭城,7220,頂埔,2.199999999999996,24.851445,121.815855,C0U860,頭城,1.521,2026-02-23T20:30:00+08:00,頭城,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,頭城,頂埔,2.199999999999996,24.851445,121.815855,CAUB30,國五S031K,4.931,2026-02-23T20:30:00+08:00,國五S031K,2026-02-24T15:50:00+08:00,4.5,50.0,6.7,24.0,82.0,>30
EL,16,17,7220,頂埔,7210,礁溪,4.100000000000001,24.83547,121.79224,CAUB30,國五S031K,2.071,2026-02-23T20:30:00+08:00,國五S031K,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,頂埔,礁溪,4.100000000000001,24.83547,121.79224,CAUB30,國五S031K,2.07,2026-02-23T20:30:00+08:00,國五S031K,2026-02-24T15:50:00+08:00,4.5,50.0,6.7,24.0,82.0,>30
EL,17,18,7210,礁溪,7200,四城,4.699999999999996,24.80692,121.76903,C0U600,礁溪,1.23,2026-02-23T20:30:00+08:00,礁溪,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,礁溪,四城,4.699999999999996,24.80692,121.76903,CAUB30,國五S031K,1.914,2026-02-23T20:30:00+08:00,國五S031K,2026-02-24T15:50:00+08:00,4.5,50.0,6.7,24.0,82.0,>30
EL,18,19,7200,四城,7190,宜蘭,3.700000000000003,24.77062,121.76055,467080,宜蘭,0.843,2026-02-23T20:30:00+08:00,宜蘭,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,四城,宜蘭,3.700000000000003,24.77062,121.76055,467080,宜蘭,0.843,2026-02-23T20:30:00+08:00,宜蘭,2026-02-24T15:50:00+08:00,3.9,30.0,5.2,24.6,74.0,>30
EL,19,20,7190,宜蘭,7180,二結,5.799999999999997,24.729855,121.76624,CAUB40,國五S041K,1.675,2026-02-23T20:30:00+08:00,國五S041K,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,宜蘭,二結,5.799999999999997,24.729855,121.76624,CAUB40,國五S041K,1.675,2026-02-23T20:30:00+08:00,國五S041K,2026-02-24T15:50:00+08:00,3.2,30.0,3.9,24.1,81.0,-99
EL,20,21,7180,二結,7170,中里,1.2000000000000028,24.699715,121.774675,C0U780,五結,2.78,2026-02-23T20:30:00+08:00,五結,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,二結,中里,1.2000000000000028,24.699715,121.774675,CAUB50,國五S047K,3.365,2026-02-23T20:30:00+08:00,國五S047K,2026-02-24T15:50:00+08:00,2.5,320.0,3.7,25.1,72.0,-99
EL,21,22,7170,中里,7160,羅東,1.7999999999999972,24.68603,121.77495,CAUB50,國五S047K,2.306,2026-02-23T20:30:00+08:00,國五S047K,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,中里,羅東,1.7999999999999972,24.68603,121.77495,CAUB50,國五S047K,2.306,2026-02-23T20:30:00+08:00,國五S047K,2026-02-24T15:50:00+08:00,2.5,320.0,3.7,25.1,72.0,-99
EL,22,23,7160,羅東,7150,冬山,5.0,24.65712,121.783375,CAUB50,國五S047K,2.332,2026-02-23T20:30:00+08:00,國五S047K,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,羅東,冬山,5.0,24.65712,121.783375,CAUB50,國五S047K,2.332,2026-02-23T20:30:00+08:00,國五S047K,2026-02-24T15:50:00+08:00,2.5,320.0,3.7,25.1,72.0,-99
EL,23,24,7150,冬山,7140,新馬,4.200000000000003,24.625985,121.807505,C0U910,冬山,1.64,2026-02-23T20:30:00+08:00,冬山,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,冬山,新馬,4.200000000000003,24.625985,121.807505,B2U990,宜蘭畜試,5.416,2026-02-23T20:30:00+08:00,宜蘭畜試,2026-02-24T15:50:00+08:00,0.8,70.0,4.6,25.5,76.0,-99
EL,24,25,7140,新馬,7130,蘇澳新,0.9000000000000057,24.61208,121.825125,C0UB10,蘇澳,3.644,2026-02-23T20:30:00+08:00,蘇澳,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,新馬,蘇澳新,0.9000000000000057,24.61208,121.825125,B2U990,宜蘭畜試,6.378,2026-02-23T20:30:00+08:00,宜蘭畜試,2026-02-24T15:50:00+08:00,0.8,70.0,4.6,25.5,76.0,-99
EL,25,26,7130,蘇澳新,7110,永樂,5.200000000000003,24.588475,121.835965,81U910,永樂國小,1.632,2026-02-23T20:30:00+08:00,永樂國小,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,蘇澳新,永樂,5.200000000000003,24.588475,121.835965,B2U990,宜蘭畜試,8.965,2026-02-23T20:30:00+08:00,宜蘭畜試,2026-02-24T15:50:00+08:00,0.8,70.0,4.6,25.5,76.0,-99
EL,26,27,7110,永樂,7100,東澳,5.699999999999989,24.54335,121.83765,C1U840,東澳嶺,1.259,2026-02-23T20:30:00+08:00,東澳嶺,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,永樂,東澳,5.699999999999989,24.54335,121.83765,B2U990,宜蘭畜試,13.985,2026-02-23T20:30:00+08:00,宜蘭畜試,2026-02-24T15:50:00+08:00,0.8,70.0,4.6,25.5,76.0,-99
EL,27,28,7100,東澳,7090,南澳,8.0,24.490845,121.815875,C1U930,粉鳥林,2.78,2026-02-23T20:30:00+08:00,粉鳥林,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,東澳,南澳,8.0,24.490845,121.815875,B2U990,宜蘭畜試,19.886,2026-02-23T20:30:00+08:00,宜蘭畜試,2026-02-24T15:50:00+08:00,0.8,70.0,4.6,25.5,76.0,-99
EL,28,29,7090,南澳,7080,武塔,3.700000000000003,24.456105,121.78852,01U470,武塔,1.362,2026-02-23T20:30:00+08:00,武塔,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,南澳,武塔,3.700000000000003,24.456105,121.78852,C2UC10,出水溪,22.481,2026-02-23T20:30:00+08:00,出水溪,2026-02-24T15:50:00+08:00,1.3,60.0,2.0,20.7,79.0,-99
EL,29,30,7080,武塔,7070,漢本,12.900000000000006,24.39211,121.772195,C1U850,觀音海岸,1.182,2026-02-23T20:30:00+08:00,觀音海岸,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,武塔,漢本,12.900000000000006,24.39211,121.772195,C2UC10,出水溪,27.678,2026-02-23T20:30:00+08:00,出水溪,2026-02-24T15:50:00+08:00,1.3,60.0,2.0,20.7,79.0,-99
EL,30,31,7070,漢本,7060,和平,4.399999999999992,24.31691,121.76091,C0Z230,和平,1.426,2026-02-23T20:30:00+08:00,和平,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,漢本,和平,4.399999999999992,24.31691,121.76091,C2UC10,出水溪,35.01,2026-02-23T20:30:00+08:00,出水溪,2026-02-24T15:50:00+08:00,1.3,60.0,2.0,20.7,79.0,-99
EL,31,32,7060,和平,7050,和仁,7.900000000000006,24.27032,121.73263,88T830,和中,0.931,2026-02-23T20:30:00+08:00,和中,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,和平,和仁,7.900000000000006,24.27032,121.73263,466990,花蓮,34.988,2026-02-23T20:30:00+08:00,花蓮,2026-02-24T15:50:00+08:00,4.7,170.0,8.3,25.3,77.0,>30
EL,32,33,7050,和仁,7040,崇德,10.0,24.20712,121.68359,C0Z310,清水斷崖,1.364,2026-02-23T20:30:00+08:00,清水斷崖,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,和仁,崇德,10.0,24.20712,121.68359,466990,花蓮,26.766,2026-02-23T20:30:00+08:00,花蓮,2026-02-24T15:50:00+08:00,4.7,170.0,8.3,25.3,77.0,>30
EL,33,34,7040,崇德,7030,新城,5.300000000000011,24.149775,121.64811,81T1A0,崇德國小,1.402,2026-02-23T20:30:00+08:00,崇德國小,2026-02-24T15:50:00+08:00,0.5,0.0,0.5,0.5,0.5,0.5,崇德,新城,5.300000000000011,24.149775,121.64811,466990,花蓮,19.739,2026-02-23T20:30:00+08:00,花蓮,2026-02-24T15:50:00+08:00,4.7,170.0,8.3,25.3,77.0,>30
EL,34,35,7030,新城,7020,景美,5.299999999999983,24.10902,121.62582,C1Z110,三棧,2.234,2026-02-23T20:30:00+08:00,三棧,2026-02-24T15:50:00+08:00,11.0,0.0,0.5,11.0,11.0,11.0,新城,景美,5.299999999999983,24.10902,121.62582,466990,花蓮,14.943,2026-02-23T20:30:00+08:00,花蓮,2026-02-24T15:50:00+08:00,4.7,170.0,8.3,25.3,77.0,>30
EL,35,36,7020,景美,7010,北埔,6.5,24.061505,121.60622,C0TA20,加灣,2.298,2026-02-23T20:30:00+08:00,加灣,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,景美,北埔,6.5,24.061505,121.60622,466990,花蓮,9.631,2026-02-23T20:30:00+08:00,花蓮,2026-02-24T15:50:00+08:00,4.7,170.0,8.3,25.3,77.0,>30
EL,36,37,7010,北埔,7000,花蓮,4.599999999999994,24.01289,121.60123,01T500,北埔,2.71,2026-02-23T20:30:00+08:00,北埔,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,北埔,花蓮,4.599999999999994,24.01289,121.60123,466990,花蓮,4.374,2026-02-23T20:30:00+08:00,花蓮,2026-02-24T15:50:00+08:00,4.7,170.0,8.3,25.3,77.0,>30
EL,37,38,7000,花蓮,6250,吉安,3.5,23.98074,121.59173,O1T840,花蓮,1.689,2026-02-23T20:30:00+08:00,花蓮,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,花蓮,吉安,3.5,23.98074,121.59173,466990,花蓮,2.276,2026-02-23T20:30:00+08:00,花蓮,2026-02-24T15:50:00+08:00,4.7,170.0,8.3,25.3,77.0,>30
EL,38,39,6250,吉安,6240,志學,8.800000000000011,23.93796,121.55608,C2TB30,吉安,1.162,2026-02-23T20:30:00+08:00,吉安,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,吉安,志學,8.800000000000011,23.93796,121.55608,C2TB30,吉安,1.162,2026-02-23T20:30:00+08:00,吉安,2026-02-24T15:50:00+08:00,0.5,330.0,3.5,24.9,74.0,-99
EL,39,40,6240,志學,6230,平和,3.0,23.89524,121.524975,C0Z100,東華,2.527,2026-02-23T20:30:00+08:00,東華,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,志學,平和,3.0,23.89524,121.524975,C2TB30,吉安,6.048,2026-02-23T20:30:00+08:00,吉安,2026-02-24T15:50:00+08:00,0.5,330.0,3.5,24.9,74.0,-99
EL,40,41,6230,平和,6220,壽豐,1.8000000000000114,23.8759,121.515545,C1Z120,壽豐,0.944,2026-02-23T20:30:00+08:00,壽豐,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,平和,壽豐,1.8000000000000114,23.8759,121.515545,C2TB30,吉安,8.402,2026-02-23T20:30:00+08:00,吉安,2026-02-24T15:50:00+08:00,0.5,330.0,3.5,24.9,74.0,-99
EL,41,42,6220,壽豐,6210,豐田,2.799999999999983,23.858715,121.50341,C1Z120,壽豐,1.431,2026-02-23T20:30:00+08:00,壽豐,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,壽豐,豐田,2.799999999999983,23.858715,121.50341,C2TB30,吉安,10.651,2026-02-23T20:30:00+08:00,吉安,2026-02-24T15:50:00+08:00,0.5,330.0,3.5,24.9,74.0,-99
EL,42,43,6210,豐田,6200,林榮新光,6.200000000000017,23.825090000000003,121.478935,81T850,溪口國小,0.825,2026-02-23T20:30:00+08:00,溪口國小,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,豐田,林榮新光,6.200000000000017,23.825090000000003,121.478935,C2TB80,庄子底,12.018,2026-02-23T20:30:00+08:00,庄子底,2026-02-24T15:50:00+08:00,1.4,120.0,5.5,26.8,63.0,-99
EL,43,44,6200,林榮新光,6190,南平,2.1999999999999886,23.792035,121.459965,C0T900,西林,2.902,2026-02-23T20:30:00+08:00,西林,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,林榮新光,南平,2.1999999999999886,23.792035,121.459965,C2TB80,庄子底,8.953,2026-02-23T20:30:00+08:00,庄子底,2026-02-24T15:50:00+08:00,1.4,120.0,5.5,26.8,63.0,-99
EL,44,45,6190,南平,6180,鳳林,4.199999999999989,23.764325,121.452625,C0Z160,鳳林,2.027,2026-02-23T20:30:00+08:00,鳳林,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,南平,鳳林,4.199999999999989,23.764325,121.452625,C2TB80,庄子底,6.683,2026-02-23T20:30:00+08:00,庄子底,2026-02-24T15:50:00+08:00,1.4,120.0,5.5,26.8,63.0,-99
EL,45,46,6180,鳳林,6170,萬榮,4.900000000000006,23.729165,121.43304,C0T9G0,鳳林山,1.479,2026-02-23T20:30:00+08:00,鳳林山,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,鳳林,萬榮,4.900000000000006,23.729165,121.43304,C2TB90,長橋,5.493,2026-02-23T20:30:00+08:00,長橋,2026-02-24T15:50:00+08:00,1.2,120.0,4.3,25.2,70.0,-99
EL,46,47,6170,萬榮,6160,光復,5.599999999999994,23.68915,121.42012,81T1C0,明利國小,2.068,2026-02-23T20:30:00+08:00,明利國小,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,萬榮,光復,5.599999999999994,23.68915,121.42012,C2TB90,長橋,4.255,2026-02-23T20:30:00+08:00,長橋,2026-02-24T15:50:00+08:00,1.2,120.0,4.3,25.2,70.0,-99
EL,47,48,6160,光復,6150,大富,7.5,23.63601,121.4054,88T920,大興,0.898,2026-02-23T20:30:00+08:00,大興,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,光復,大富,7.5,23.63601,121.4054,C2TB90,長橋,8.107,2026-02-23T20:30:00+08:00,長橋,2026-02-24T15:50:00+08:00,1.2,120.0,4.3,25.2,70.0,-99
EL,48,49,6150,大富,6140,富源,3.200000000000017,23.59301,121.384855,C0Z080,富源,0.902,2026-02-23T20:30:00+08:00,富源,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,大富,富源,3.200000000000017,23.59301,121.384855,C2TB90,長橋,13.103,2026-02-23T20:30:00+08:00,長橋,2026-02-24T15:50:00+08:00,1.2,120.0,4.3,25.2,70.0,-99
EL,49,50,6140,富源,6130,瑞穗,9.099999999999994,23.53903,121.378325,81T890,瑞北國小,1.515,2026-02-23T20:30:00+08:00,瑞北國小,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,富源,瑞穗,9.099999999999994,23.53903,121.378325,C2TA90,加納納,8.29,2026-02-23T20:30:00+08:00,加納納,2026-02-24T15:50:00+08:00,1.3,120.0,3.7,25.9,64.0,-99
EL,50,51,6130,瑞穗,6120,三民,9.400000000000006,23.461165,121.36098,C2TA90,加納納,0.595,2026-02-23T20:30:00+08:00,加納納,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,瑞穗,三民,9.400000000000006,23.461165,121.36098,C2TA90,加納納,0.595,2026-02-23T20:30:00+08:00,加納納,2026-02-24T15:50:00+08:00,1.3,120.0,3.7,25.9,64.0,-99
EL,51,52,6120,三民,6110,玉里,10.799999999999985,23.378065,121.328555,C2TB70,達谷寮,3.184,2026-02-23T20:30:00+08:00,達谷寮,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,三民,玉里,10.799999999999985,23.378065,121.328555,C2TB70,達谷寮,3.184,2026-02-23T20:30:00+08:00,達谷寮,2026-02-24T15:50:00+08:00,1.0,170.0,5.5,26.6,63.0,-99
EL,52,53,6110,玉里,6100,東里,6.800000000000011,23.301945,121.30795,C0Z300,東里,3.724,2026-02-23T20:30:00+08:00,東里,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,玉里,東里,6.800000000000011,23.301945,121.30795,C2TB60,南安,4.755,2026-02-23T20:30:00+08:00,南安,2026-02-24T15:50:00+08:00,2.3,120.0,6.7,25.8,63.0,-99
EL,53,54,6100,東里,6090,東竹,6.0,23.249195,121.2913,81T910,東里國中,1.978,2026-02-23T20:30:00+08:00,東里國中,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,東里,東竹,6.0,23.249195,121.2913,C2TA60,六十石,3.894,2026-02-23T20:30:00+08:00,六十石,2026-02-24T15:50:00+08:00,1.1,240.0,7.3,20.2,80.0,-99
EL,54,55,6090,東竹,6080,富里,6.100000000000023,23.202645,121.26353,C0Z020,明里,0.686,2026-02-23T20:30:00+08:00,明里,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,東竹,富里,6.100000000000023,23.202645,121.26353,C2TA60,六十石,6.143,2026-02-23T20:30:00+08:00,六十石,2026-02-24T15:50:00+08:00,1.1,240.0,7.3,20.2,80.0,-99
EL,55,56,6080,富里,6070,池上,6.7999999999999545,23.152685,121.234065,81T760,富南部落,2.535,2026-02-23T20:30:00+08:00,富南部落,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,富里,池上,6.7999999999999545,23.152685,121.234065,C2TA60,六十石,11.787,2026-02-23T20:30:00+08:00,六十石,2026-02-24T15:50:00+08:00,1.1,240.0,7.3,20.2,80.0,-99
EL,56,57,6070,池上,6060,海端,5.7000000000000455,23.114525,121.198125,C0S740,池上,1.291,2026-02-23T20:30:00+08:00,池上,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,池上,海端,5.7000000000000455,23.114525,121.198125,C2SD50,順那,12.668,2026-02-23T20:30:00+08:00,順那,2026-02-24T15:50:00+08:00,1.8,110.0,4.4,25.7,66.0,-99
EL,57,58,6060,海端,6050,關山,6.5,23.07429,121.17053,C0S760,紅石,4.569,2026-02-23T20:30:00+08:00,紅石,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,1.5,海端,關山,6.5,23.07429,121.17053,C2SD50,順那,13.076,2026-02-23T20:30:00+08:00,順那,2026-02-24T15:50:00+08:00,1.8,110.0,4.4,25.7,66.0,-99
EL,58,59,6050,關山,6040,瑞和,7.5,23.012815000000003,121.160125,81S570,月眉國小,1.279,2026-02-23T20:30:00+08:00,月眉國小,2026-02-24T15:50:00+08:00,0.0,0.0,0.0,0.0,0.0,0.0,關山,瑞和,7.5,23.012815000000003,121.160125,C2SD70,二層坪,8.025,2026-02-23T20:30:00+08:00,二層坪,2026-02-24T15:50:00+08:00,2.8,240.0,7.2,26.6,61.0,-99
EL,59,60,6040,瑞和,6030,瑞源,2.6999999999999886,22.968005,121.15748,C2SD70,二層坪,3.198,2026-02-23T20:30:00+08:00,二層坪,2026-02-24T15:50:00+08:00,0.5,0.0,0.0,0.0,0.0,0.5,瑞和,瑞源,2.6999999999999886,22.968005,121.15748,C2SD70,二層坪,3.198,2026-02-23T20:30:00+08:00,二層坪,2026-02-24T15:50:00+08:00,2.8,240.0,7.2,26.6,61.0,-99
